0.069|-0.019|1.72|0.
0.088|-0.044|2.25|0.
0.099|-0.079|2.49|0.
0.109|-0.143|2.76|0.
0.119|-0.261|3.23|0.
0.122|-0.462|3.73|0.
0.049|-0.099|1.34|0.
0.070|-0.093|1.79|0.
0.089|-0.106|2.30|0.
0.114|-0.122|2.94|0.
0.157|-0.160|4.06|0.
0.244|-0.233|6.13|0.
0.055|-0.078|1.20|0.
0.069|-0.092|1.59|0.
0.085|-0.106|2.08|0.
0.105|-0.127|2.77|0.
0.134|-0.152|3.77|0.
0.199|-0.220|5.79|0.
