Point3	0.646447	0.353553
Point4	0.5	0
Point5	0.823223	0.176777
Point6	0.75	0
Point7	0.75246	0.238596
Point8	0.738285	0.170218
Point9	0.699033	0.260899
Point10	0.742017	0.10057
Point11	0.664598	0.271583
Point12	0.600257	0.247969
Point13	0.63562	0.2193
Point14	0.690774	0.157589
Point15	0.677695	0.300784
Point16	0.703438	0.223636
Point17	0.78868	0.132216
Point18	0.645098	0.317118
Point19	0.723397	0.142123
Point20	0.667604	0.195554
Point21	0.637631	0.254351
Point22	0.756946	0.128783
Point23	0.832291	0.14165
Point24	0.783114	0.090198
Point25	0.751289	0.0507043
Point26	0.867417	0.132583
Point27	0.654985	0.089514
Point28	0.634949	0.0422657
Point29	0.59375	0.0196689
Point30	0.700018	0.0670728
Point31	0.733756	0.0732395
Point32	0.693478	0.121916
Point33	0.531841	0.0533605
Point34	0.6875	0
Point35	0.71239	0.0990604
Point36	0.911612	0.0883883
Point37	0.875	0
Point38	0.783158	0.0268781
Point39	0.828173	0.105607
Point40	0.868298	0.0892684
Point41	0.835521	0.066213
Point42	0.889083	0.0459432
Point43	0.802029	0.0622803
Point44	0.8125	0
Point45	0.822364	0.0336788
Point46	0.922713	0.0552951
Point47	0.955806	0.0441942
Point48	0.924441	0.00557094
Point49	0.897997	0.0180806
Point50	0.96251	0.00670375
Point51	0.711238	0.186933
Point52	0.612029	0.156833
Point53	0.656364	0.147798
Point54	0.594281	0.0574812
Point55	0.561684	0.0379775
Point56	0.734835	0.265165
Point57	0.625	0
Point58	0.630337	0.133378
Point59	0.531205	0.0927559
Point60	0.743032	0.208138
Point61	0.669665	0.239984
Point62	0.584403	0.0897952
Point63	0.592388	0.122628
Point64	0.71875	0.0261627
Point65	0.556935	0.0756657
Point66	0.619667	0.0829084
Point67	0.498287	0.0522032
Point68	0.5625	0
Point69	0.25	0
Point70	0.217859	0.141162
Point71	0.399339	0.0695958
Point72	0.31612	0.368524
Point73	0.447523	0.418218
Point74	0.277481	0.6113
Point75	0.323739	0.42626
Point76	0.325409	0.53892
Point77	0.471493	0.0692938
Point78	0.120979	0.166101
Point79	0.481518	0.0994521
Point80	0.375	0
Point81	0.366397	0.191877
Point82	0.258201	0.342871
Point83	0.336354	0.574546
Point84	0.289172	0.0652633
Point85	0.464966	0.0295112
Point86	0.504318	0.0809441
Point87	0.396236	0.14326
Point88	0.195823	0.490385
Point89	0.3125	0
Point90	0.244495	0.0386042
Point91	0.31682	0.0548997
Point92	0.305248	0.158548
Point93	0.28125	0.0241507
Point94	0.207829	0.415341
Point95	0.400469	0.18357
Point96	0.441824	0.0806841
Point97	0.289116	0.460551
Point98	0.4375	0
Point99	0.101213	0.258007
Point100	0.329697	0.341084
Point101	0.305376	0.193565
Point102	0.0747698	0.5681
Point103	0.334549	0.244814
Point104	0.304433	0.402887
Point105	0.344846	0.12411
Point106	0.483442	0.240728
Point107	0.534555	0.178578
Point108	0.577319	0.203887
Point109	0.570543	0.157913
Point110	0.533821	0.13563
Point111	0.486972	0.157911
Point112	0.508993	0.115628
Point113	0.559424	0.112551
Point114	0.515463	0.157424
Point115	0.344557	0.213797
Point116	0.275551	0.18143
Point117	0.122622	0.203688
Point118	0.34068	0.0722919
Point119	0.42611	0.214961
Point120	0.541465	0.250552
Point121	0.608239	0.190366
Point122	0.473752	0.129661
Point123	0.497047	0.199824
Point124	0.530573	0.215279
Point125	0.462348	0.210997
Point126	0.440064	0.174905
Point127	0.459022	0.153997
Point128	0.233323	0.0759642
Point129	0.293113	0.125702
Point130	0.570259	0.235569
Point131	0.590478	0.296051
Point132	0.569576	0.269417
Point133	0.415077	0.277454
Point134	0.609093	0.274801
Point135	0.44679	0.245614
Point136	0.385902	0.299162
Point137	0.0972699	0.64417
Point138	0.159349	0.299214
Point139	0.245648	0.202015
Point140	0.371548	0.580974
Point141	0.230187	0.433179
Point142	0.40625	0.0166058
Point143	0.402582	0.46221
Point144	0.319578	0.458833
Point145	0.266721	0.481273
Point146	0.252268	0.143461
Point147	0.406524	0.106796
Point148	0	0.25
Point149	0.24036	0.509472
Point150	0.187429	0.368932
Point151	0.51125	0.252751
Point152	0.13218	0.55484
Point153	0.484835	0.515165
Point154	0.290744	0.572347
Point155	0.323223	0.676777
Point156	0.52871	0.283989
Point157	0.445327	0.293313
Point158	0.385305	0.221412
Point159	0.409837	0.244309
Point160	0.350663	0.308137
Point161	0.147257	0.188093
Point162	0.290986	0.428629
Point163	0.367064	0.268057
Point164	0.362156	0.239249
Point165	0.371841	0.448956
Point166	0.263591	0.100385
Point167	0.235738	0.461238
Point168	0.326917	0.271922
Point169	0.468449	0.268175
Point170	0.384431	0.540281
Point171	0.376647	0.336492
Point172	0.469557	0.447551
Point173	0.423433	0.43602
Point174	0.124151	0.232804
Point175	0.292507	0.349037
Point176	0.277389	0.219633
Point177	0.332252	0.394544
Point178	0.29807	0.283956
Point179	0.235525	0.38085
Point180	0.231322	0.109413
Point181	0.27904	0.388791
Point182	0.249488	0.232499
Point183	0.17346	0.416473
Point184	0	0.5
Point185	0.188486	0.159231
Point186	0.124851	0.307186
Point187	0.263137	0.444551
Point188	0.145881	0.395933
Point189	0.262199	0.288515
Point190	0.182861	0.330258
Point191	0.21885	0.345135
Point192	0.134159	0.440458
Point193	0.00150186	0.5625
Point194	0.155926	0.365923
Point195	0.0932829	0.29115
Point196	0.0866718	0.607234
Point197	0.18222	0.449726
Point198	0.281114	0.257698
Point199	0.137317	0.340325
Point200	0.251863	0.414517
Point201	0.13922	0.267349
Point202	0.186801	0.224912
Point203	0.271173	0.3165
Point204	0.210284	0.198197
Point205	0.22375	0.486725
Point206	0.30053	0.315116
Point207	0.315401	0.224163
Point208	0.273968	0.534774
Point209	0.309612	0.600506
Point210	0.333915	0.178656
Point211	0.376394	0.117978
Point212	0.390412	0.372404
Point213	0.20989	0.285362
Point214	0.156571	0.237551
Point215	0	0.4375
Point216	0.233149	0.170951
Point217	0.299408	0.498386
Point218	0.107252	0.468302
Point219	0.14176	0.485868
Point220	0.237385	0.264696
Point221	0.124411	0.414086
Point222	0.169763	0.476499
Point223	0.209855	0.315925
Point224	0.0679883	0.482913
Point225	0	0.375
Point226	0.0722477	0.536418
Point227	0.0142443	0.530926
Point228	0.0144268	0.594079
Point229	0.100409	0.682468
Point230	0.105647	0.570874
Point231	0.0386084	0.559117
Point232	0.0457689	0.607567
Point233	0.216942	0.238638
Point234	0.176703	0.263403
Point235	0.179281	0.189961
Point236	0.0528923	0.222411
Point237	0.181119	0.106854
Point238	0.125	0
Point239	0.220492	0.0154868
Point240	0.0843112	0.228414
Point241	0.066709	0.667464
Point242	0.053783	0.254386
Point243	0.00562814	0.46875
Point244	0.0626484	0.0369324
Point245	0.146847	0.143628
Point246	0.1875	0.0107823
Point247	0.0769045	0.157555
Point248	0.173987	0.134564
Point249	0	0.125
Point250	0.0275368	0.0404358
Point251	0.03125	0.00534575
Point252	0.129451	0.0712091
Point253	0.14089	0.102631
Point254	0.157789	0.0534557
Point255	0.163303	0.082842
Point256	0.196544	0.0613935
Point257	0.112635	0.130371
Point258	0.0166682	0.09375
Point259	0.0387503	0.173293
Point260	0.0456964	0.12528
Point261	0.09375	0.0170147
Point262	0.122035	0.0386027
Point263	0.0864709	0.104648
Point264	0.0625	0
Point265	0.153891	0.0190624
Point266	0	0.0625
Point267	0.0491868	0.0797165
Point268	0.0746791	0.193604
Point269	0.363626	0.636374
Point270	0.155001	0.653616
Point271	0	0.625
Point272	0.430594	0.393507
Point273	0	0.75
Point274	0.450192	0.355107
Point275	0.429651	0.136806
Point276	0.369271	0.0548741
Point277	0.448171	0.111442
Point278	0.428724	0.043941
Point279	0.318219	0.100174
Point280	0.362271	0.155879
Point281	0.0841398	0.771173
Point282	0.209008	0.57262
Point283	0.233236	0.545292
Point284	0.192033	0.533168
Point285	0.158874	0.570813
Point286	0.183049	0.596474
Point287	0.183955	0.648974
Point288	0.221477	0.612243
Point289	0.246759	0.582514
Point290	0.194807	0.622529
Point291	0.142876	0.773198
Point292	0.404029	0.595971
Point293	0.33537	0.491806
Point294	0.0953735	0.514616
Point295	0.488807	0.478734
Point296	0.417066	0.352572
Point297	0.424156	0.320115
Point298	0.203745	0.740585
Point299	0.214054	0.769622
Point300	0.148922	0.528621
Point301	0.136834	0.676635
Point302	0.161612	0.838388
Point303	0.125017	0.51065
Point304	0.125582	0.594617
Point305	0.102983	0.719526
Point306	0.450149	0.478684
Point307	0.348796	0.605987
Point308	0.354693	0.549417
Point309	0.131816	0.73557
Point310	0.162001	0.734115
Point311	0.256911	0.642475
Point312	0.242417	0.757583
Point313	0.28282	0.71718
Point314	0.0655568	0.634258
Point315	0.152789	0.624376
Point316	0.525238	0.474762
Point317	0.414046	0.506021
Point318	0.0459639	0.51855
Point319	0.0325277	0.485622
Point320	0.102297	0.795227
Point321	0.129257	0.705459
Point322	0.110972	0.757452
Point323	0.202015	0.797985
Point324	0.189319	0.695758
Point325	0.0808058	0.919194
Point326	0.130008	0.819482
Point327	0.117939	0.875522
Point328	0.0547673	0.764428
Point329	0.287143	0.665278
Point330	0.238727	0.713489
Point331	0.159775	0.703623
Point332	0.25287	0.679275
Point333	0.221455	0.657204
Point334	0.597265	0.400497
