Point335	0.616363	0.339559
Point336	0.509986	0.410164
Point337	0.444432	0.555568
Point338	0.374234	0.501537
Point339	0.349154	0.519229
Point340	0.360018	0.475839
Point341	0.219809	0.688502
Point342	0.448926	0.514577
Point343	0.416862	0.538385
Point344	0.336021	0.0324696
Point345	0.490617	0.320835
Point346	0.390214	0.412885
Point347	0.356774	0.418567
Point348	0.354935	0.366669
Point349	0.0296009	0.652129
Point350	0.121847	0.625348
Point351	0.0361162	0.687653
Point352	0.116797	0.845956
Point353	0.0878897	0.839645
Point354	0	0.875
Point355	0.0775652	0.878816
Point356	0.0248281	0.84375
Point357	0	0.8125
Point358	0.041743	0.804823
Point359	0.0487847	0.875673
Point360	0	0.9375
Point361	0.0565662	0.844883
Point362	0.0158303	0.78125
Point363	0.0239658	0.90625
Point364	0.0540705	0.905324
Point365	0.0736784	0.81049
Point366	0.458051	0.323399
Point367	0.49551	0.287779
Point368	0.58065	0.325208
Point369	0.552556	0.388339
Point370	0.00851783	0.28125
Point371	0.0674484	0.705617
Point372	0.0752351	0.738068
Point373	0	0.6875
Point374	0.0338232	0.727959
Point375	0.00372894	0.71875
Point376	0.525136	0.318408
Point377	0.556805	0.304302
Point378	0.565641	0.434359
Point379	0.481565	0.351135
Point380	0.520349	0.363462
Point381	0.479167	0.41739
Point382	0.618746	0.373768
Point383	0.553959	0.340515
Point384	0.587145	0.355283
Point385	0.0261818	0.362743
Point386	0	0.3125
Point387	0.0828738	0.344774
Point388	0.110198	0.375501
Point389	0.0383643	0.336527
Point390	0.0489674	0.380535
Point391	0.0382945	0.293996
Point392	0.0793678	0.375405
Point393	0.072621	0.428063
Point394	0.0381426	0.44679
Point395	0.102819	0.437096
Point396	0.0804522	0.456345
Point397	0.0266798	0.410905
Point398	0.469772	0.383879
Point399	0.540225	0.416715
Point400	0.49891	0.383206
Point401	0.0939158	0.40403
Point402	0.505088	0.44542
Point403	0.65625	0.014948
Point404	0.670128	0.0477332
Point405	0.663494	0.118471
Point406	0.53125	0.0175329
Point407	0.84375	0.00913105
Point408	0.856243	0.0400661
Point409	0.34375	0.0021166
Point410	0.31545	0.638814
Point411	0.178206	0.766266
Point412	0.165585	0.801959
Point413	0.0441942	0.955806
Point414	0.0129442	0.96875
Point415	0.0652256	0.281694
Point416	0.0652427	0.315698
Point417	0.027689	0.203073
Point418	0	0.1875
Point419	0.0105223	0.15625
Point420	0.090315	0.0652476
Point421	0.639315	0.177011
Point422	0.637645	0.286984
Point423	0.779029	0.220971
Point424	0.78071	0.174064
