Triangle257	119	125	135	
Triangle258	345	366	367	
Triangle259	125	106	135	
Triangle260	151	120	156	
Triangle261	339	76	293	
Triangle262	171	296	212	
Triangle263	164	163	103	
Triangle264	198	189	220	
Triangle265	209	83	307	
Triangle266	171	212	348	
Triangle267	191	190	223	
Triangle268	319	318	227	
Triangle269	182	198	220	
Triangle270	204	185	216	
Triangle271	168	206	178	
Triangle272	344	93	89	
Triangle273	289	154	74	
Triangle274	203	178	206	
Triangle275	76	208	217	
Triangle276	210	101	92	
Triangle277	99	201	195	
Triangle278	198	103	168	
Triangle279	79	96	77	
Triangle280	98	85	278	
Triangle281	155	410	269	
Triangle282	207	176	101	
Triangle283	198	182	176	
Triangle284	75	165	144	
Triangle285	182	220	233	
Triangle286	192	188	183	
Triangle287	366	297	157	
Triangle288	100	160	171	
Triangle289	124	151	106	
Triangle290	132	131	377	
Triangle291	283	208	289	
Triangle292	3	378	334	
Triangle293	159	133	163	
Triangle294	133	159	135	
Triangle295	129	146	166	
Triangle296	379	398	274	
Triangle297	338	340	143	
Triangle298	136	133	297	
Triangle299	82	179	191	
Triangle300	167	145	205	
Triangle301	136	160	163	
Triangle302	210	115	101	
Triangle303	159	158	119	
Triangle304	159	119	135	
Triangle305	197	141	167	
Triangle306	167	187	145	
Triangle307	151	169	106	
Triangle308	74	154	209	
Triangle309	143	317	338	
Triangle310	145	208	149	
Triangle311	163	133	136	
Triangle312	159	164	158	
Triangle313	203	175	82	
Triangle314	80	142	276	
Triangle315	307	140	292	
Triangle316	74	288	289	
Triangle317	296	272	212	
Triangle318	162	75	144	
Triangle319	138	199	186	
Triangle320	178	198	168	
Triangle321	169	367	157	
Triangle322	237	128	180	
Triangle323	297	296	171	
Triangle324	169	135	106	
Triangle325	348	177	72	
Triangle326	173	272	73	
Triangle327	366	345	379	
Triangle328	304	285	315	
Triangle329	72	181	175	
Triangle330	139	233	204	
Triangle331	274	366	379	
Triangle332	160	206	168	
Triangle333	200	162	187	
Triangle334	100	72	175	
Triangle335	138	213	223	
Triangle336	346	143	165	
Triangle337	255	237	253	
Triangle338	284	88	149	
Triangle339	129	92	146	
Triangle340	303	152	294	
Triangle341	297	274	296	
Triangle342	94	179	200	
Triangle343	328	374	372	
Triangle344	211	105	118	
Triangle345	271	184	193	
Triangle346	235	214	161	
Triangle347	248	70	185	
Triangle348	272	274	398	
Triangle349	182	139	176	
Triangle350	183	188	150	
Triangle351	248	185	245	
Triangle352	228	231	232	
Triangle353	300	219	222	
Triangle354	216	116	139	
Triangle355	100	175	206	
Triangle356	306	143	173	
Triangle357	197	183	94	
Triangle358	138	234	213	
Triangle359	184	243	319	
Triangle360	388	194	188	
Triangle361	293	217	144	
Triangle362	162	97	187	
Triangle363	293	76	217	
Triangle364	221	388	188	
Triangle365	116	216	146	
Triangle366	216	70	146	
Triangle367	218	192	219	
Triangle368	149	88	205	
Triangle369	181	162	200	
Triangle370	174	214	201	
Triangle371	183	150	94	
Triangle372	190	194	199	
Triangle373	187	141	200	
Triangle374	303	219	300	
Triangle375	347	212	346	
Triangle376	197	222	192	
Triangle377	233	139	182	
Triangle378	300	88	284	
Triangle379	393	394	397	
Triangle380	213	234	233	
Triangle381	214	235	202	
Triangle382	370	242	391	
Triangle383	126	119	95	
Triangle384	70	237	180	
Triangle385	194	150	188	
Triangle386	116	176	139	
Triangle387	185	70	216	
Triangle388	82	191	223	
Triangle389	232	102	196	
Triangle390	187	167	141	
Triangle391	197	192	183	
Triangle392	202	234	214	
Triangle393	234	138	201	
Triangle394	284	149	283	
Triangle395	387	390	389	
Triangle396	197	205	88	
Triangle397	94	141	197	
Triangle398	141	94	200	
Triangle399	201	214	234	
Triangle400	119	158	95	
Triangle401	178	203	189	
Triangle402	104	72	177	
Triangle403	115	210	81	
Triangle404	211	147	87	
Triangle405	83	209	154	
Triangle406	86	77	67	
Triangle407	166	128	84	
Triangle408	101	176	116	
Triangle409	92	129	105	
Triangle410	179	82	181	
Triangle411	205	145	149	
Triangle412	202	204	233	
Triangle413	399	378	316	
Triangle414	185	204	235	
Triangle415	190	150	194	
Triangle416	167	205	197	
Triangle417	196	230	304	
Triangle418	138	190	199	
Triangle419	350	304	315	
Triangle420	318	319	224	
Triangle421	392	401	390	
Triangle422	191	150	190	
Triangle423	319	227	184	
Triangle424	223	203	82	
Triangle425	243	394	319	
Triangle426	185	161	245	
Triangle427	222	219	192	
Triangle428	189	213	220	
Triangle429	231	102	232	
Triangle430	186	201	138	
Triangle431	314	241	349	
Triangle432	138	223	190	
Triangle433	184	215	243	
Triangle434	265	254	262	
Triangle435	179	150	191	
Triangle436	222	197	88	
Triangle437	161	185	235	
Triangle438	241	314	137	
Triangle439	199	387	186	
Triangle440	301	229	137	
Triangle441	196	102	230	
Triangle442	233	220	213	
Triangle443	271	193	228	
Triangle444	201	186	195	
Triangle445	305	229	321	
Triangle446	174	117	214	
Triangle447	202	235	204	
Triangle448	231	228	193	
Triangle449	392	387	388	
Triangle450	230	102	226	
Triangle451	193	184	227	
Triangle452	228	232	271	
Triangle453	0	264	251	
Triangle454	250	244	267	
Triangle455	99	195	415	
Triangle456	253	248	245	
Triangle457	161	78	245	
Triangle458	237	256	128	
Triangle459	246	69	239	
Triangle460	99	240	174	
Triangle461	268	117	240	
Triangle462	240	117	174	
Triangle463	201	99	174	
Triangle464	257	78	247	
Triangle465	196	304	350	
Triangle466	416	387	389	
Triangle467	148	418	417	
Triangle468	242	240	99	
Triangle469	318	226	231	
Triangle470	386	389	385	
Triangle471	259	418	419	
Triangle472	244	251	264	
Triangle473	161	117	78	
Triangle474	238	69	246	
Triangle475	257	245	78	
Triangle476	256	90	128	
Triangle477	417	268	236	
Triangle478	266	250	267	
Triangle479	70	248	237	
Triangle480	262	252	420	
Triangle481	247	263	257	
Triangle482	251	250	0	
Triangle483	263	247	260	
Triangle484	148	236	242	
Triangle485	267	263	260	
Triangle486	199	194	388	
Triangle487	259	260	247	
Triangle488	252	255	253	
Triangle489	253	237	248	
Triangle490	252	254	255	
Triangle491	239	256	246	
Triangle492	244	420	267	
Triangle493	255	254	256	
Triangle494	246	256	254	
Triangle495	90	256	239	
Triangle496	263	252	253	
Triangle497	260	258	267	
Triangle498	418	249	419	
Triangle499	260	249	258	
Triangle500	240	242	236	
Triangle501	266	267	258	
Triangle502	268	247	78	
Triangle503	244	250	251	
Triangle504	249	266	258	
Triangle505	420	261	262	
Triangle506	254	252	262	
Triangle507	265	262	238	
Triangle508	263	267	420	
Triangle509	261	238	262	
Triangle510	261	244	264	
Triangle511	264	238	261	
Triangle512	238	246	265	
Triangle513	246	254	265	
Triangle514	0	250	266	
Triangle515	253	257	263	
Triangle516	260	259	419	
Triangle517	247	268	259	
Triangle518	268	78	117	
Triangle519	323	412	411	
Triangle520	410	209	307	
Triangle521	140	307	83	
Triangle522	410	74	209	
Triangle523	272	296	274	
Triangle524	336	380	369	
Triangle525	327	355	353	
Triangle526	410	307	269	
Triangle527	349	232	314	
Triangle528	291	309	310	
Triangle529	218	219	303	
Triangle530	286	315	285	
Triangle531	147	275	87	
Triangle532	126	275	127	
Triangle533	409	344	89	
Triangle534	147	277	275	
Triangle535	79	277	96	
Triangle536	71	278	96	
Triangle537	142	278	71	
Triangle538	279	129	166	
Triangle539	118	105	279	
Triangle540	95	280	87	
Triangle541	210	280	81	
Triangle542	298	312	299	
Triangle543	318	294	226	
Triangle544	283	149	208	
Triangle545	285	284	282	
Triangle546	145	97	217	
Triangle547	283	282	284	
Triangle548	285	282	286	
Triangle549	300	222	88	
Triangle550	304	152	285	
Triangle551	284	285	300	
Triangle552	208	154	289	
Triangle553	305	321	309	
Triangle554	309	291	322	
Triangle555	350	270	301	
Triangle556	289	288	282	
Triangle557	311	333	288	
Triangle558	283	289	282	
Triangle559	154	208	76	
Triangle560	340	144	165	
Triangle561	286	288	290	
Triangle562	312	323	299	
Triangle563	320	353	365	
Triangle564	217	97	144	
Triangle565	287	324	270	
Triangle566	301	270	331	
Triangle567	315	290	287	
Triangle568	351	374	375	
Triangle569	369	383	384	
Triangle570	384	382	334	
Triangle571	285	152	300	
Triangle572	231	227	318	
Triangle573	170	292	140	
Triangle574	308	170	140	
Triangle575	270	324	331	
Triangle576	224	294	318	
Triangle577	75	104	177	
Triangle578	336	400	380	
Triangle579	310	309	331	
Triangle580	74	410	329	
Triangle581	272	173	346	
Triangle582	350	301	137	
Triangle583	229	241	137	
Triangle584	301	321	229	
Triangle585	152	303	300	
Triangle586	218	303	294	
Triangle587	411	298	299	
Triangle588	193	227	231	
Triangle589	290	333	287	
Triangle590	286	290	315	
Triangle591	83	154	76	
Triangle592	306	342	317	
Triangle593	298	411	310	
Triangle594	327	352	302	
Triangle595	224	218	294	
Triangle596	281	328	372	
Triangle597	310	324	298	
Triangle598	331	309	321	
Triangle599	291	310	411	
Triangle600	288	74	311	
Triangle601	298	330	312	
Triangle602	290	288	333	
Triangle603	332	313	330	
Triangle604	349	241	351	
Triangle605	393	396	394	
Triangle606	326	320	291	
Triangle607	287	270	315	
Triangle608	270	350	315	
Triangle609	402	295	172	
Triangle610	399	316	402	
Triangle611	306	172	295	
Triangle612	338	317	170	
Triangle613	196	314	232	
Triangle614	314	196	137	
Triangle615	373	349	351	
Triangle616	152	230	294	
Triangle617	372	322	281	
Triangle618	305	371	229	
Triangle619	329	311	74	
Triangle620	322	305	309	
Triangle621	281	322	320	
Triangle622	155	313	329	
Triangle623	323	302	412	
Triangle624	329	332	311	
Triangle625	291	412	326	
Triangle626	355	359	361	
Triangle627	322	291	320	
Triangle628	357	362	358	
Triangle629	302	325	327	
Triangle630	302	352	326	
Triangle631	353	320	326	
Triangle632	362	273	374	
Triangle633	324	341	298	
Triangle634	287	333	324	
Triangle635	301	331	321	
Triangle636	324	310	331	
Triangle637	313	332	329	
Triangle638	330	298	341	
Triangle639	311	332	333	
Triangle640	332	330	341	
Triangle641	339	170	308	
Triangle642	316	153	295	
Triangle643	173	73	172	
Triangle644	3	334	382	
Triangle645	382	384	335	
Triangle646	306	173	172	
Triangle647	170	343	292	
Triangle648	343	170	317	
Triangle649	338	293	340	
Triangle650	76	339	308	
Triangle651	293	338	339	
Triangle652	144	340	293	
Triangle653	143	340	165	
Triangle654	324	333	341	
Triangle655	332	341	333	
Triangle656	153	337	342	
Triangle657	343	342	337	
Triangle658	342	343	317	
Triangle659	292	343	337	
Triangle660	84	90	93	
Triangle661	71	276	142	
Triangle662	377	368	383	
Triangle663	398	400	381	
Triangle664	165	75	347	
Triangle665	272	346	212	
Triangle666	75	177	347	
Triangle667	347	177	348	
Triangle668	171	348	100	
Triangle669	347	348	212	
Triangle670	196	350	137	
Triangle671	373	271	349	
Triangle672	349	271	232	
Triangle673	414	1	360	
Triangle674	358	356	357	
Triangle675	326	352	353	
Triangle676	355	327	325	
Triangle677	327	353	352	
Triangle678	320	365	281	
Triangle679	364	355	325	
Triangle680	355	361	353	
Triangle681	358	365	361	
Triangle682	358	362	328	
Triangle683	354	356	359	
Triangle684	359	356	361	
Triangle685	359	363	354	
Triangle686	413	363	364	
Triangle687	356	354	357	
Triangle688	365	328	281	
Triangle689	358	361	356	
Triangle690	357	273	362	
Triangle691	351	241	371	
Triangle692	364	363	359	
Triangle693	360	354	363	
Triangle694	355	364	359	
Triangle695	364	325	413	
Triangle696	361	365	353	
Triangle697	365	358	328	
Triangle698	297	366	274	
Triangle699	367	366	157	
Triangle700	151	367	169	
Triangle701	376	367	156	
Triangle702	384	334	369	
Triangle703	382	335	3	
Triangle704	172	381	402	
Triangle705	378	369	334	
Triangle706	389	386	391	
Triangle707	148	242	370	
Triangle708	229	371	241	
Triangle709	372	371	305	
Triangle710	372	305	322	
Triangle711	374	273	375	
Triangle712	372	374	371	
Triangle713	351	371	374	
Triangle714	362	374	328	
Triangle715	273	373	375	
Triangle716	351	375	373	
Triangle717	377	376	156	
Triangle718	380	379	345	
Triangle719	132	377	156	
Triangle720	368	131	335	
Triangle721	368	335	384	
Triangle722	383	376	377	
Triangle723	380	345	376	
Triangle724	131	368	377	
Triangle725	306	295	153	
Triangle726	399	336	369	
Triangle727	342	306	153	
Triangle728	381	172	73	
Triangle729	384	383	368	
Triangle730	272	398	73	
Triangle731	11	15	422	
Triangle732	422	131	134	
Triangle733	379	380	400	
Triangle734	376	383	380	
Triangle735	415	416	391	
Triangle736	415	391	242	
Triangle737	195	186	387	
Triangle738	386	385	225	
Triangle739	386	148	370	
Triangle740	370	391	386	
Triangle741	393	390	401	
Triangle742	199	388	387	
Triangle743	385	389	390	
Triangle744	99	415	242	
Triangle745	395	221	192	
Triangle746	385	397	225	
Triangle747	257	253	245	
Triangle748	397	385	390	
Triangle749	401	388	221	
Triangle750	390	387	392	
Triangle751	218	224	396	
Triangle752	224	319	394	
Triangle753	243	215	394	
Triangle754	397	394	215	
Triangle755	396	395	218	
Triangle756	395	393	401	
Triangle757	394	396	224	
Triangle758	395	396	393	
Triangle759	225	397	215	
Triangle760	393	397	390	
Triangle761	398	381	73	
Triangle762	369	378	399	
Triangle763	399	402	336	
Triangle764	381	400	336	
Triangle765	379	400	398	
Triangle766	388	401	392	
Triangle767	395	401	221	
Triangle768	295	402	316	
Triangle769	28	403	404	
Triangle770	58	405	53	
Triangle771	27	32	405	
Triangle772	4	68	406	
Triangle773	55	406	68	
Triangle774	37	49	408	
Triangle775	45	408	41	
Triangle776	37	408	407	
Triangle777	80	344	409	
Triangle778	323	411	299	
Triangle779	326	412	302	
Triangle780	411	412	291	
Triangle781	413	360	363	
Triangle782	360	413	414	
Triangle783	413	1	414	
Triangle784	416	195	387	
Triangle785	391	416	389	
Triangle786	195	416	415	
Triangle787	259	268	417	
Triangle788	418	259	417	
Triangle789	260	419	249	
Triangle790	420	244	261	
Triangle791	252	263	420	
Triangle792	53	20	421	
Triangle793	131	422	18	
Triangle794	21	422	134	
Triangle795	5	17	23	
Triangle796	423	56	7	
Triangle797	60	424	423	
